Series Code,Topic,Indicator Name
BAR.SEC.SCHL.25UP,Attainment,"Barro-Lee: Average years of secondary schooling, age 25+, total"
BAR.SEC.SCHL.25UP.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 25+, female"
BAR.SEC.SCHL.3034,Attainment,"Barro-Lee: Average years of secondary schooling, age 30-34, total"
BAR.SEC.SCHL.3034.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 30-34, female"
BAR.SEC.SCHL.3539,Attainment,"Barro-Lee: Average years of secondary schooling, age 35-39, total"
BAR.SEC.SCHL.3539.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 35-39, female"
BAR.SEC.SCHL.4044,Attainment,"Barro-Lee: Average years of secondary schooling, age 40-44, total"
BAR.SEC.SCHL.4044.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 40-44, female"
BAR.SEC.SCHL.4549,Attainment,"Barro-Lee: Average years of secondary schooling, age 45-49, total"
BAR.SEC.SCHL.4549.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 45-49, female"
BAR.SEC.SCHL.5054,Attainment,"Barro-Lee: Average years of secondary schooling, age 50-54, total"
BAR.SEC.SCHL.5054.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 50-54, female"
BAR.SEC.SCHL.5559,Attainment,"Barro-Lee: Average years of secondary schooling, age 55-59, total"
BAR.SEC.SCHL.5559.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 55-59, female"
BAR.SEC.SCHL.6064,Attainment,"Barro-Lee: Average years of secondary schooling, age 60-64, total"
BAR.SEC.SCHL.6064.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 60-64, female"
BAR.SEC.SCHL.6569,Attainment,"Barro-Lee: Average years of secondary schooling, age 65-69, total"
BAR.SEC.SCHL.6569.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 65-69, female"
BAR.SEC.SCHL.7074,Attainment,"Barro-Lee: Average years of secondary schooling, age 70-74, total"
BAR.SEC.SCHL.7074.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 70-74, female"
BAR.SEC.SCHL.75UP,Attainment,"Barro-Lee: Average years of secondary schooling, age 75+, total"
BAR.SEC.SCHL.75UP.FE,Attainment,"Barro-Lee: Average years of secondary schooling, age 75+, female"
BAR.TER.CMPT.1519.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.1519.ZS,Attainment,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.15UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.15UP.ZS,Attainment,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.2024.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.2024.ZS,Attainment,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.2529.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.2529.ZS,Attainment,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.25UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.25UP.ZS,Attainment,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.3034.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.3034.ZS,Attainment,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.3539.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.3539.ZS,Attainment,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.4044.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.4044.ZS,Attainment,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.4549.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.4549.ZS,Attainment,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.5054.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.5054.ZS,Attainment,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.5559.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.5559.ZS,Attainment,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.6064.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.6064.ZS,Attainment,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.6569.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.6569.ZS,Attainment,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.7074.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.7074.ZS,Attainment,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.75UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary
BAR.TER.CMPT.75UP.ZS,Attainment,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary
BAR.TER.ICMP.1519.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.1519.ZS,Attainment,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.15UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.15UP.ZS,Attainment,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.2024.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.2024.ZS,Attainment,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.2529.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.2529.ZS,Attainment,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.25UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.25UP.ZS,Attainment,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.3034.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.3034.ZS,Attainment,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.3539.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.3539.ZS,Attainment,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.4044.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.4044.ZS,Attainment,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.4549.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.4549.ZS,Attainment,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.5054.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.5054.ZS,Attainment,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.5559.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.5559.ZS,Attainment,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.6064.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.6064.ZS,Attainment,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.6569.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.6569.ZS,Attainment,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.7074.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.7074.ZS,Attainment,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.75UP.FE.ZS,Attainment,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.ICMP.75UP.ZS,Attainment,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary)
BAR.TER.SCHL.1519,Attainment,"Barro-Lee: Average years of tertiary schooling, age 15-19, total"
BAR.TER.SCHL.1519.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 15-19, female"
BAR.TER.SCHL.15UP,Attainment,"Barro-Lee: Average years of tertiary schooling, age 15+, total"
BAR.TER.SCHL.15UP.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 15+, female"
BAR.TER.SCHL.2024,Attainment,"Barro-Lee: Average years of tertiary schooling, age 20-24, total"
BAR.TER.SCHL.2024.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 20-24, female"
BAR.TER.SCHL.2529,Attainment,"Barro-Lee: Average years of tertiary schooling, age 25-29, total"
BAR.TER.SCHL.2529.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 25-29, female"
BAR.TER.SCHL.25UP,Attainment,"Barro-Lee: Average years of tertiary schooling, age 25+, total"
BAR.TER.SCHL.25UP.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 25+, female"
BAR.TER.SCHL.3034,Attainment,"Barro-Lee: Average years of tertiary schooling, age 30-34, total"
BAR.TER.SCHL.3034.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 30-34, female"
BAR.TER.SCHL.3539,Attainment,"Barro-Lee: Average years of tertiary schooling, age 35-39, total"
BAR.TER.SCHL.3539.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 35-39, female"
BAR.TER.SCHL.4044,Attainment,"Barro-Lee: Average years of tertiary schooling, age 40-44, total"
BAR.TER.SCHL.4044.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 40-44, female"
BAR.TER.SCHL.4549,Attainment,"Barro-Lee: Average years of tertiary schooling, age 45-49, total"
BAR.TER.SCHL.4549.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 45-49, female"
BAR.TER.SCHL.5054,Attainment,"Barro-Lee: Average years of tertiary schooling, age 50-54, total"
BAR.TER.SCHL.5054.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 50-54, female"
BAR.TER.SCHL.5559,Attainment,"Barro-Lee: Average years of tertiary schooling, age 55-59, total"
BAR.TER.SCHL.5559.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 55-59, female"
BAR.TER.SCHL.6064,Attainment,"Barro-Lee: Average years of tertiary schooling, age 60-64, total"
BAR.TER.SCHL.6064.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 60-64, female"
BAR.TER.SCHL.6569,Attainment,"Barro-Lee: Average years of tertiary schooling, age 65-69, total"
BAR.TER.SCHL.6569.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 65-69, female"
BAR.TER.SCHL.7074,Attainment,"Barro-Lee: Average years of tertiary schooling, age 70-74, total"
BAR.TER.SCHL.7074.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 70-74, female"
BAR.TER.SCHL.75UP,Attainment,"Barro-Lee: Average years of tertiary schooling, age 75+, total"
BAR.TER.SCHL.75UP.FE,Attainment,"Barro-Lee: Average years of tertiary schooling, age 75+, female"
HH.DHS.GAR.456,Education Equality,DHS: Gross attendance rate. Post Secondary
HH.DHS.GAR.456.F,Education Equality,DHS: Gross attendance rate. Post Secondary. Female
HH.DHS.GAR.456.M,Education Equality,DHS: Gross attendance rate. Post Secondary. Male
HH.DHS.GAR.456.Q1,Education Equality,DHS: Gross attendance rate. Post Secondary. Quintile 1
HH.DHS.GAR.456.Q2,Education Equality,DHS: Gross attendance rate. Post Secondary. Quintile 2
HH.DHS.GAR.456.Q3,Education Equality,DHS: Gross attendance rate. Post Secondary. Quintile 3
HH.DHS.GAR.456.Q4,Education Equality,DHS: Gross attendance rate. Post Secondary. Quintile 4
HH.DHS.GAR.456.Q5,Education Equality,DHS: Gross attendance rate. Post Secondary. Quintile 5
HH.DHS.GAR.456.R,Education Equality,DHS: Gross attendance rate. Post Secondary. Rural
HH.DHS.GAR.456.U,Education Equality,DHS: Gross attendance rate. Post Secondary. Urban
HH.DHS.NAR.1,Education Equality,DHS: Net attendance rate. Primary
HH.DHS.NAR.1.F,Education Equality,DHS: Net attendance rate. Primary. Female
HH.DHS.NAR.1.M,Education Equality,DHS: Net attendance rate. Primary. Male
HH.DHS.NAR.1.Q1,Education Equality,DHS: Net attendance rate. Primary. Quintile 1
HH.DHS.NAR.1.Q2,Education Equality,DHS: Net attendance rate. Primary. Quintile 2
HH.DHS.NAR.1.Q3,Education Equality,DHS: Net attendance rate. Primary. Quintile 3
HH.DHS.NAR.1.Q4,Education Equality,DHS: Net attendance rate. Primary. Quintile 4
HH.DHS.NAR.1.Q5,Education Equality,DHS: Net attendance rate. Primary. Quintile 5
HH.DHS.NAR.1.R,Education Equality,DHS: Net attendance rate. Primary. Rural
HH.DHS.NAR.1.U,Education Equality,DHS: Net attendance rate. Primary. Urban
HH.DHS.NAR.23,Education Equality,DHS: Net attendance rate. Secondary
HH.DHS.NAR.23.F,Education Equality,DHS: Net attendance rate. Secondary. Female
HH.DHS.NAR.23.M,Education Equality,DHS: Net attendance rate. Secondary. Male
HH.DHS.NAR.23.Q1,Education Equality,DHS: Net attendance rate. Secondary. Quintile 1
HH.DHS.NAR.23.Q2,Education Equality,DHS: Net attendance rate. Secondary. Quintile 2
HH.DHS.NAR.23.Q3,Education Equality,DHS: Net attendance rate. Secondary. Quintile 3
HH.DHS.NAR.23.Q4,Education Equality,DHS: Net attendance rate. Secondary. Quintile 4
HH.DHS.NAR.23.Q5,Education Equality,DHS: Net attendance rate. Secondary. Quintile 5
HH.DHS.NAR.23.R,Education Equality,DHS: Net attendance rate. Secondary. Rural
HH.DHS.NAR.23.U,Education Equality,DHS: Net attendance rate. Secondary. Urban
HH.DHS.NIR.1,Education Equality,DHS: Net intake rate for the first grade of primary education
HH.DHS.NIR.1.F,Education Equality,DHS: Net intake rate for the first grade of primary education. Female
HH.DHS.NIR.1.M,Education Equality,DHS: Net intake rate for the first grade of primary education. Male
HH.DHS.NIR.1.Q1,Education Equality,DHS: Net intake rate for the first grade of primary education. Quintile 1
HH.DHS.NIR.1.Q2,Education Equality,DHS: Net intake rate for the first grade of primary education. Quintile 2
HH.DHS.NIR.1.Q3,Education Equality,DHS: Net intake rate for the first grade of primary education. Quintile 3
HH.DHS.NIR.1.Q4,Education Equality,DHS: Net intake rate for the first grade of primary education. Quintile 4
HH.DHS.NIR.1.Q5,Education Equality,DHS: Net intake rate for the first grade of primary education. Quintile 5
